title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
The Doctor,Nikki Sloane,Contemporary Romance,"age gap, forbidden love, doctor romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543872634i/42869895.jpg,"Mia needs help from Dr. West, a renowned physician. Their connection crosses professional boundaries.",4.08,27364
The Initiation,Nikki Sloane,Contemporary Romance,"secret society, forbidden love, dark romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1517842752i/38644912.jpg,Acceptance into an exclusive secret society comes with dangerous games and forbidden romance.,3.99,17364
The Rivalry,Nikki Sloane,Contemporary Romance,"enemies to lovers, competitive, sports",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565203658i/45290711.jpg,Two rival athletes find themselves drawn to each other despite their competition.,4.12,12364
Tangled,Emma Chase,Contemporary Romance,"playboy hero, opposites attract, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361039444i/16101119.jpg,Drew Evans has always gotten what he wants. Until Kate Brooks walks into his office and changes everything.,4.13,127364
Twisted,Emma Chase,Contemporary Romance,"second chances, humor, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1381012664i/18089968.jpg,Drew and Kate navigate their relationship while facing new challenges and complications.,4.22,77364
Tamed,Emma Chase,Contemporary Romance,"opposites attract, humor, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414602793i/22859977.jpg,Kate's brother Delores is a confirmed bachelor. Until he meets Chelsea McQuaid.,4.17,57364
Tied,Emma Chase,Contemporary Romance,"marriage, humor, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440088534i/25372941.jpg,Drew and Kate prepare for their wedding while navigating family drama and life changes.,4.33,47364
Royally Screwed,Emma Chase,Contemporary Romance,"royal romance, fish out of water, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467743467i/29872304.jpg,Prince Nicholas comes to America and meets Olivia. Their worlds couldn't be more different.,4.12,47364
Royally Matched,Emma Chase,Contemporary Romance,"royal romance, reality TV, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485372424i/33365967.jpg,Prince Henry must find a wife on a reality show. Sarah Von Titebottum is a contestant with her own agenda.,4.15,37364
Royally Raised,Emma Chase,Contemporary Romance,"royal romance, coming of age, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523622032i/39667886.jpg,The royal children grow up and find their own paths to love and happiness.,4.26,27364
Overruled,Emma Chase,Contemporary Romance,"childhood friends, small town, second chances",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1456538663i/28449229.jpg,"Stanton and Sofia grew up together. When she returns to their hometown, old feelings resurface.",4.16,37364
Sustained,Emma Chase,Contemporary Romance,"single parent, opposites attract, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478376652i/32075534.jpg,Jake Becker is a single father and attorney. Chelsea McQuaid challenges him in court and in life.,4.24,27364
Appealed,Emma Chase,Contemporary Romance,"enemies to lovers, workplace, attorney romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510607652i/35659600.jpg,Brent Mason is a brilliant attorney. Kennedy Randolph is his opposing counsel. Court is in session.,4.18,27364
Commanded,Emma Chase,Contemporary Romance,"military romance, opposites attract, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1564076761i/45047156.jpg,"Dominic is a Navy SEAL. Hannah is a kindergarten teacher. When he comes home, their worlds collide.",4.19,17364
Filthy Rich Americans,Scarlett Finn,Contemporary Romance,"billionaire, secret identity, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1625079823i/56957089.jpg,A woman on the run meets a billionaire with secrets of his own.,4.02,7364
Storm and Silence,Robert Thier,Historical Romance,"cross-dressing, workplace, enemies to lovers",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427842144i/24886652.jpg,"In Victorian London, Lilly dresses as a man to work for the mysterious Mr. Ambrose.",4.4,87364
In the Silence,Robert Thier,Historical Romance,"adventure, workplace, tension",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445537895i/25894006.jpg,Lilly and Mr. Ambrose continue their dangerous partnership as secrets deepen.,4.48,47364
Storm and Shelter,Robert Thier,Historical Romance,"forced proximity, adventure, Victorian",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472711847i/31450907.jpg,"A storm forces Lilly and Mr. Ambrose into close quarters, testing their resolve.",4.32,27364
Poison Study,Maria V. Snyder,Fantasy Romance,"enemies to lovers, fantasy world, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868566i/6584518.jpg,"Yelena becomes a food taster for the Commander. Her trainer, Valek, is mysterious and dangerous.",4.09,87364
Magic Study,Maria V. Snyder,Fantasy Romance,"magic, adventure, political intrigue",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873442i/13158.jpg,Yelena travels to Sitia to learn magic and reunite with her family.,4.12,57364
Fire Study,Maria V. Snyder,Fantasy Romance,"magic, adventure, epic fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873443i/13159.jpg,Yelena must save both Ixia and Sitia from a powerful threat.,4.15,47364
Touch of Power,Maria V. Snyder,Fantasy Romance,"healer heroine, adventure, quest",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327869066i/10166752.jpg,Avry is a healer in a world where healing magic is outlawed. She's forced on a quest with a mysterious prince.,4.03,37364
Scent of Magic,Maria V. Snyder,Fantasy Romance,"adventure, war, forbidden love",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349048669i/11883903.jpg,Avry and Kerrick face war and impossible choices as they fight to save their world.,4.08,27364
Taste of Darkness,Maria V. Snyder,Fantasy Romance,"war, sacrifice, epic conclusion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1381439394i/17847626.jpg,The epic conclusion to Avry's journey as she faces her greatest challenge.,4.18,22364
Shadow Study,Maria V. Snyder,Fantasy Romance,"assassination, political intrigue, magic",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419457949i/23168242.jpg,"Yelena returns in this new adventure filled with magic, danger, and romance.",4.23,27364
Night Study,Maria V. Snyder,Fantasy Romance,"kidnapping, rescue, magical bonds",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470062843i/28449229.jpg,"Yelena is kidnapped, and Valek will stop at nothing to get her back.",4.29,22364
Dawn Study,Maria V. Snyder,Fantasy Romance,"epic conclusion, war, sacrifice",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499094635i/32855114.jpg,The final book in Yelena's saga brings everything to an epic conclusion.,4.31,17364
Storm Glass,Maria V. Snyder,Fantasy Romance,"glass magic, adventure, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327870214i/12365625.jpg,Opal discovers she has rare glass magic powers and must learn to control them.,3.97,37364
Sea Glass,Maria V. Snyder,Fantasy Romance,"adventure, magic, political intrigue",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348420848i/13188038.jpg,Opal's magic continues to grow as she faces new threats and challenges.,4.05,27364
Spy Glass,Maria V. Snyder,Fantasy Romance,"loss of magic, redemption, second chances",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327870211i/6584519.jpg,Opal loses her magic and must find a new path forward.,4.12,22364
The Pucked Series,Helena Hunting,Contemporary Romance,"sports romance, hockey, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433258917i/25431523.jpg,Violet meets hockey player Alex Waters and their relationship is anything but conventional.,4.08,67364
Pucked Up,Helena Hunting,Contemporary Romance,"sports romance, opposites attract, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457889074i/28667165.jpg,"Miller meets Sunny, and their chemistry is undeniable despite their differences.",4.13,47364
Pucked Over,Helena Hunting,Contemporary Romance,"sports romance, second chances, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479235589i/31450643.jpg,"Randy and Lily have a complicated past. When they reconnect, old feelings resurface.",4.14,37364
Shacking Up,Helena Hunting,Contemporary Romance,"roommates, opposites attract, pet sitting",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485372425i/33365968.jpg,"Ruby agrees to pet-sit for Bancroft. When he returns early, they become unexpected roommates.",4.01,57364
Getting Down,Helena Hunting,Contemporary Romance,"opposites attract, workplace, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523622033i/39667887.jpg,Cassie and Armstrong work together and discover unexpected chemistry.,3.98,27364
Meet Cute,Helena Hunting,Contemporary Romance,"meet cute, opposites attract, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543871228i/42869893.jpg,Kailyn and Daxton have an adorable meet cute that leads to a complicated relationship.,4.04,37364
When Sparks Fly,Helena Hunting,Contemporary Romance,"enemies to lovers, workplace, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1626108988i/56898973.jpg,Avery and Declan work together planning events. Their professional rivalry turns personal.,3.92,27364
A Lie for a Lie,Helena Hunting,Contemporary Romance,"second chance, secret identity, sports romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558630632i/44687903.jpg,"RJ and Lainey have a summer fling. Years later, they reconnect under unexpected circumstances.",4.11,37364
A Favor for a Favor,Helena Hunting,Contemporary Romance,"roommates, fake dating, sports romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576523408i/49085331.jpg,Stevie and Bishop become roommates and agree to help each other out with unexpected results.,4.08,27364
A Secret for a Secret,Helena Hunting,Contemporary Romance,"second chance, secrets, sports romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598562779i/54123378.jpg,"Queenie and Kingston have a past. When they meet again, secrets threaten their second chance.",4.03,17364
Clipped Wings,Helena Hunting,Contemporary Romance,"tattoo artist, emotional healing, dark past",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386358532i/18773652.jpg,Hayden is a tattoo artist with a dark past. Tenley is hiding secrets of her own.,4.05,47364
Inked Armor,Helena Hunting,Contemporary Romance,"second chances, emotional healing, tattoos",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438279686i/25431524.jpg,Chris and Sarah navigate their complicated relationship as they heal from their pasts.,4.17,27364
Cuffed,Helena Hunting,Contemporary Romance,"opposites attract, emotional depth, tattoos",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445537896i/25894007.jpg,Hayden's brother Silas finds unexpected love with a woman from a different world.,4.12,17364
Fractures in Ink,Helena Hunting,Contemporary Romance,"age gap, emotional healing, forbidden",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464047542i/29868038.jpg,Kel and Tenley's daughter navigate a complicated relationship with an age gap.,4.08,12364
Wild at Heart,K.A. Tucker,Contemporary Romance,"opposites attract, Alaska setting, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555876635i/40024140.jpg,Calla and Jonah continue their story as they navigate life in Alaska together.,4.44,87364
Say You Still Love Me,K.A. Tucker,Contemporary Romance,"second chance romance, emotional depth, reunion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1637093550i/58431923.jpg,"Piper and Kyle were first loves torn apart by circumstances. Years later, they get a second chance.",4.17,47364
The Kennedy Debutante,Kerri Maher,Historical Romance,"based on real people, forbidden love, historical",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532558831i/36373565.jpg,The story of Kathleen 'Kick' Kennedy and her forbidden love during World War II.,3.88,17364
The Paris Bookseller,Kerri Maher,Historical Romance,"bookstore, LGBTQ+, Paris setting",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628622603i/56203397.jpg,Sylvia Beach opens Shakespeare and Company in Paris and finds love during the Lost Generation.,4.06,27364
The Girl in White Gloves,Kerri Maher,Historical Romance,"Grace Kelly, Hollywood, royal romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1678484857i/63279184.jpg,The story of Grace Kelly's journey from Hollywood to becoming Princess of Monaco.,4.01,12364
The Intimacy Experiment,Rosie Danan,Contemporary Romance,"opposites attract, emotional healing, sex positive",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606263201i/54189399.jpg,A former adult film star teams up with a rabbi to teach intimacy workshops at his synagogue.,3.94,37364
The Intimacy Experiment,Rosie Danan,Contemporary Romance,"friends to lovers, emotional depth, LGBTQ+ side characters",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1640023808i/61718054.jpg,Clara and Josh are best friends turned roommates. Their relationship becomes complicated.,4.02,17364
It Happened One Summer,Tessa Bailey,Contemporary Romance,"fish out of water, opposites attract, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614355061i/54985543.jpg,"Socialite Piper is sent to a small fishing town. She meets Brendan, a grumpy sea captain.",3.92,187364
"Hook, Line, and Sinker",Tessa Bailey,Contemporary Romance,"friends to lovers, emotional healing, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1633611397i/58558864.jpg,"Hannah has been in love with her best friend's brother for years. When he returns to town, she gets her chance.",4.02,127364
Unfortunately Yours,Tessa Bailey,Contemporary Romance,"enemies to lovers, forced proximity, wine country",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673913126i/61431923.jpg,Natalie and August inherit rival wineries. They're forced to work together despite their mutual dislike.,3.84,67364
Wreck the Halls,Tessa Bailey,Contemporary Romance,"fake dating, celebrity, holiday romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688503759i/123131171.jpg,Melody and Beat fake date for publicity. Their arrangement becomes complicated during the holidays.,3.88,47364
Fangirl Down,Tessa Bailey,Contemporary Romance,"celebrity, sports romance, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1693512344i/197823831.jpg,"Josephine is Wells Whitaker's biggest fan. When they meet, their connection is undeniable.",3.92,37364
Fix Her Up,Tessa Bailey,Contemporary Romance,"fake dating, brother's best friend, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1544713142i/42201432.jpg,"Georgie needs help with her love life. Travis, her brother's best friend, agrees to help.",3.89,87364
Love Her or Lose Her,Tessa Bailey,Contemporary Romance,"marriage in crisis, second chances, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570544372i/46128262.jpg,Rosie and Dominic's marriage is falling apart. They must decide if they can save it.,4.01,67364
Tools of Engagement,Tessa Bailey,Contemporary Romance,"enemies to lovers, home renovation, competition",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593538728i/52702870.jpg,Bethany and Wes compete on a home renovation show. Their rivalry turns into something more.,3.95,57364
Getaway Girl,Tessa Bailey,Contemporary Romance,"enemies to lovers, heist, adventure",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523622034i/39667888.jpg,"Addison is a getaway driver. When she teams up with Elijah, their chemistry is explosive.",3.87,27364
Protecting What's His,Tessa Bailey,Contemporary Romance,"alpha male, protective hero, instalove",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382569833i/18089967.jpg,Derek meets Ginger and knows immediately she's his. He'll do anything to protect her.,3.82,27364
Asking for Trouble,Tessa Bailey,Contemporary Romance,"age gap, protective hero, instalove",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400093554i/19548068.jpg,Hayden falls for her older brother's best friend. Their attraction is forbidden but undeniable.,3.79,27364
Officer Off Limits,Tessa Bailey,Contemporary Romance,"cop romance, age gap, protective hero",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408731592i/18590557.jpg,"Story is tutoring a cop's daughter. When she meets Daniel, the attraction is immediate.",3.88,17364
Runaway Girl,Tessa Bailey,Contemporary Romance,"road trip, opposites attract, emotional healing",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479235590i/31450644.jpg,"Maelyn runs away from her wedding. Cash picks her up, and they embark on an unexpected journey.",3.91,17364
Window Shopping,Tessa Bailey,Contemporary Romance,"holiday romance, opposites attract, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1635527953i/59215333.jpg,Stella and Aiden meet during the holidays in New York. Their connection is immediate and deep.,3.95,27364
The Au Pair Affair,Tessa Bailey,Contemporary Romance,"nanny romance, billionaire, age gap",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1701302477i/197823832.jpg,Tallulah becomes an au pair for a wealthy family. Her employer's brother is off-limits but irresistible.,3.78,27364
The Mistake,K.L. Slater,Romantic Suspense,"psychological thriller, secrets, suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481557459i/33252397.jpg,Rose's life is turned upside down when a lie from her past resurfaces.,4.13,47364
Things We Never Got Over,Lucy Score,Contemporary Romance,"grumpy/sunshine, small town, emotional healing",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638867090i/58690309.jpg,Naomi arrives in a small town to help her niece. She clashes with the grumpy sheriff Knox.,4.26,267364
Things We Hide from the Light,Lucy Score,Contemporary Romance,"enemies to lovers, small town, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660145161i/61718055.jpg,"Nash and Lina have a complicated past. When she returns to town, old wounds must heal.",4.37,187364
By a Thread,Lucy Score,Contemporary Romance,"workplace romance, enemies to lovers, fashion industry",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638403652i/58431924.jpg,Ally works for demanding Dominic Russo. Their professional relationship becomes personal.,4.21,97364
Pretend You're Mine,Lucy Score,Contemporary Romance,"fake dating, small town, military hero",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1482953965i/33846551.jpg,"Harper needs a fake boyfriend. Luke volunteers to help, but their arrangement becomes real.",4.18,127364
Finally Mine,Lucy Score,Contemporary Romance,"friends to lovers, small town, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543871229i/42869894.jpg,"Josie and Gia have been friends for years. When their friendship turns romantic, everything changes.",4.22,67364
The Worst Best Man,Lucy Score,Contemporary Romance,"enemies to lovers, wedding, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579989874i/49976088.jpg,Franchesca and Aiden are the maid of honor and best man. They can't stand each other.,4.1,67364
Rock Bottom Girl,Lucy Score,Contemporary Romance,"second chances, small town, emotional healing",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561590527i/44143896.jpg,Marley returns to her hometown after hitting rock bottom. She reconnects with her high school nemesis Jake.,4.23,87364
The Price of Scandal,Lucy Score,Contemporary Romance,"celebrity, scandal, emotional healing",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614355062i/54985544.jpg,Charlotte's life falls apart after a public scandal. She finds refuge and romance in an unexpected place.,4.15,47364
Mr. Fixer Upper,Lucy Score,Contemporary Romance,"opposites attract, home renovation, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543272635i/42862159.jpg,Paige hires Gannon to renovate her house. Their working relationship becomes complicated.,4.16,47364
The Christmas Fix,Lucy Score,Contemporary Romance,"holiday romance, small town, second chances",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1571865268i/48726788.jpg,Holly returns home for Christmas and reconnects with her ex-boyfriend Noah.,4.18,27364
The Protector,Jodi Ellen Malpas,Contemporary Romance,"bodyguard romance, protective hero, suspense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523622035i/39667889.jpg,"Camille needs protection. Jake Shap is assigned to guard her, and their chemistry is undeniable.",4.15,27364
This Man,Jodi Ellen Malpas,Contemporary Romance,"age gap, alpha male, possessive hero",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349048670i/11883904.jpg,Ava meets Jesse Ward and is immediately drawn to the mysterious older man.,4.11,147364
Beneath This Man,Jodi Ellen Malpas,Contemporary Romance,"possessive hero, emotional depth, secrets",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1381439395i/17847627.jpg,Ava and Jesse's relationship deepens as they face new challenges and revelations.,4.22,97364
This Man Confessed,Jodi Ellen Malpas,Contemporary Romance,"alpha male, emotional depth, epic conclusion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419457950i/23168243.jpg,The conclusion to Ava and Jesse's story brings all secrets to light.,4.33,87364
One Night: Promised,Jodi Ellen Malpas,Contemporary Romance,"one night stand, emotional depth, dark past",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389575263i/18758469.jpg,"Livy avoids relationships. When she meets Miller Hart, one night isn't enough.",4.19,67364
One Night: Denied,Jodi Ellen Malpas,Contemporary Romance,"emotional healing, dark secrets, intense chemistry",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401890534i/21939170.jpg,Livy and Miller's relationship faces obstacles as his dark past threatens their future.,4.32,57364
One Night: Unveiled,Jodi Ellen Malpas,Contemporary Romance,"emotional depth, redemption, epic conclusion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433258918i/25431525.jpg,The epic conclusion to Livy and Miller's story brings everything to light.,4.4,47364
The Forbidden,Jodi Ellen Malpas,Contemporary Romance,"forbidden love, affair, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503448075i/34966807.jpg,Annie and Jack share a forbidden connection that threatens to destroy everything.,4.09,37364
The Resurrection,Jodi Ellen Malpas,Contemporary Romance,"second chances, emotional healing, love triangle",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570544373i/46128263.jpg,Annie must choose between her past and her future as complicated emotions resurface.,4.17,27364
Ruthless People,J.J. McAvoy,Dark Romance,"mafia romance, arranged marriage, power couple",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442370723i/25818856.jpg,Melody and Liam are forced to marry to unite their crime families. They become a formidable team.,4.17,67364
American Savage,J.J. McAvoy,Dark Romance,"mafia romance, power dynamics, action",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466175774i/27838118.jpg,Melody and Liam continue to build their empire while facing new enemies.,4.32,47364
A Bloody Kingdom,J.J. McAvoy,Dark Romance,"mafia romance, revenge, power couple",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479235591i/31450645.jpg,The Callahan empire faces its greatest threat as war looms.,4.38,37364
Declan + Coraline,J.J. McAvoy,Dark Romance,"mafia romance, forbidden love, age gap",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523622036i/39667890.jpg,Declan and Coraline navigate a forbidden romance within the Callahan family.,4.25,27364
The Finish Line,Kate Stewart,Contemporary Romance,"love triangle, emotional depth, sports",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566742513i/41150488.jpg,Reign must choose between two men who both hold her heart.,4.35,37364
The Plight Before Christmas,Kate Stewart,Contemporary Romance,"holiday romance, emotional depth, conclusion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1605308360i/54189399.jpg,The emotional conclusion to the Ravenhood series.,4.48,27364
Flock,Kate Stewart,Contemporary Romance,"love triangle, emotional depth, intense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545848372i/42201725.jpg,Cecelia is torn between two worlds and two men.,4.41,47364
Drive,Kate Stewart,Contemporary Romance,"coming of age, emotional depth, unconventional",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1501089683i/35717849.jpg,Reid meets two boys who change her life forever in this unconventional love story.,4.28,37364
Room 553,Kate Stewart,Contemporary Romance,"affair, emotional depth, complicated",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483143670i/33126022.jpg,A woman meets a man in Room 553. Their affair changes both of their lives.,4.18,27364
Method,Kate Stewart,Contemporary Romance,"emotional healing, second chances, intense",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518545823i/39323744.jpg,Madden and Jack navigate a complicated relationship filled with passion and pain.,4.23,17364
Exodus,Kate Stewart,Contemporary Romance,"rock star, emotional depth, coming of age",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551822968i/41433099.jpg,"Emily meets Tobias, a rock star, and their connection changes everything.",4.29,17364
Heartless,Elsie Silver,Contemporary Romance,"cowboy romance, grumpy/sunshine, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673913127i/61431924.jpg,"Cade Eaton is known as heartless. When Summer moves to town, she challenges everything he believes.",4.19,87364
Powerless,Elsie Silver,Contemporary Romance,"bodyguard romance, sports, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1680648433i/123131172.jpg,"Jasper needs a bodyguard. Sloane is assigned to protect him, and their chemistry is explosive.",4.13,67364
Reckless,Elsie Silver,Contemporary Romance,"brother's best friend, cowboy, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688503760i/123131173.jpg,Theo Silva is forbidden. Winter Hamilton wants him anyway.,4.22,47364
Hopeless,Elsie Silver,Contemporary Romance,"fake dating, cowboy, emotional healing",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1693512345i/197823833.jpg,"Beau needs a fake girlfriend. Bailey agrees to help, but their arrangement becomes real.",4.25,37364
Flawless,Elsie Silver,Contemporary Romance,"best friend's sister, cowboy, small town",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630371826i/59215334.jpg,"Rhys has always protected Summer. When she returns to town, their relationship changes.",4.18,67364
Wild Love,Elsie Silver,Contemporary Romance,"single parent, nanny, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660776883i/60653663.jpg,Ford Grant hires Rosie as his daughter's nanny. Their professional relationship becomes personal.,4.05,87364
Off Limits,Elsie Silver,Contemporary Romance,"age gap, forbidden love, cowboy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1701302478i/197823834.jpg,Caleb is off limits to Skylar. But their chemistry is too strong to ignore.,4.12,47364
Blurred Lines,Lauren Layne,Contemporary Romance,"friends to lovers, workplace, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419457951i/23168244.jpg,"Parker and Ben have been best friends for years. When they cross the line, everything changes.",3.94,37364
Good Girl,Lauren Layne,Contemporary Romance,"opposites attract, bad boy/good girl, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1450142990i/27161827.jpg,Noah is the town's bad boy. Lauren is the good girl. Their connection defies expectations.,4.06,27364
